player_qid,player_name,team_qid,team_name,start_date,start_year,era
Q3090799,"Hassane Alla",Q760736,"Stade Lavallois",2013-01-01,2013,2011-2015
Q5686865,"Hayley Bowden",Q3241303,"Lincoln Ladies F.C.",2013-01-01,2013,2011-2015
Q10515862,"Helen Bleazard",Q16968225,"Yeovil Town L.F.C.",2013-01-01,2013,2011-2015
Q14920332,"Helena Mikulíková",Q1281909,"TS Mitech Żywiec",2013-01-01,2013,2011-2015
Q2418732,"Henri Bedimo",Q704,"Olympique Lyonnais",2013-01-01,2013,2011-2015
Q873723,"Henrietta Csiszár",Q1161083,"MTK Hungária FC",2013-01-01,2013,2011-2015
Q16319431,"Henrike Sahlmann",Q121968,"SGS Essen",2013-01-01,2013,2011-2015
Q17627759,"Henry Uche Agbo",Q2798,"Udinese Calcio",2013-01-01,2013,2011-2015
Q17385626,"Hilal Başkol",Q6045389,"Konak Belediyespor",2013-01-01,2013,2011-2015
Q5769058,"Hiram Boateng",Q19467,"Crystal Palace F.C.",2013-01-01,2013,2011-2015
Q3785984,"Hjörtur Hermannsson",Q13534332,"Jong PSV",2013-01-01,2013,2011-2015
Q229619,"Hope Solo",Q1357111,"Seattle Reign FC",2013-01-01,2013,2011-2015
Q2546084,"Hussein Yasser",Q284281,"Al-Wakrah Sports Club",2013-01-01,2013,2011-2015
Q877105,"Hüzeyfe Doğan",Q566141,"SSVg Velbert",2013-01-01,2013,2011-2015
Q995298,"Ian Westlake",Q6417318,"Needham Market F.C.",2013-01-01,2013,2011-2015
Q1656036,"Ibtissam Bouharat",Q187528,"R.S.C. Anderlecht",2013-01-01,2013,2011-2015
Q14776627,"Ieva Kibirkštis",Q15843647,"SV Eintracht Leipzig-Süd",2013-01-01,2013,2011-2015
Q15079163,"Ifeanyi Chiejine",Q645477,CSHVSM,2013-01-01,2013,2011-2015
Q315653,"Ignacio María González",Q499616,"Club Nacional de Football",2013-01-01,2013,2011-2015
Q16564668,"Ignacio Pussetto",Q59839,"Atlético de Rafaela",2013-01-01,2013,2011-2015
Q5993891,"Igor de Souza",Q433230,"A.P.S. Panthrakikos",2013-01-01,2013,2011-2015
Q10736,"Ikechi Anya",Q2714,"Watford F.C.",2013-01-01,2013,2011-2015
Q1437083,"Imbi Hoop",Q5425032,"FC Levadia Tallinn",2013-01-01,2013,2011-2015
Q55262461,"Inès Fernandez",Q2043821,"RSC Anderlecht",2013-01-01,2013,2011-2015
Q98835633,"Irina Uribe García",Q5010404,"CE Sant Gabriel",2013-01-01,2013,2011-2015
Q442685,"Isabell Bachor",Q634434,"LSK Kvinner FK",2013-01-01,2013,2011-2015
Q10514669,"Isaías Sánchez",Q354059,"Adelaide United Football Club",2013-01-01,2013,2011-2015
Q18921517,"Isuf Çela",Q289656,"A.C. Prato",2013-01-01,2013,2011-2015
Q18600395,"Ivan Provedel",Q2037,"AC ChievoVerona",2013-01-01,2013,2011-2015
Q722916,"Ivan Radovanović",Q2037,"AC ChievoVerona",2013-01-01,2013,2011-2015
Q21191622,"Iya Andrushchak",Q63384,"Zvezda 2005 Perm",2013-01-01,2013,2011-2015
Q6109677,"Jaana Lyytikäinen",Q270972,"Åland United",2013-01-01,2013,2011-2015
Q16204632,"Jack Bonham",Q19571,"Brentford F.C.",2013-01-01,2013,2011-2015
Q17715129,"Jack Powell",Q19487,"Millwall F.C.",2013-01-01,2013,2011-2015
Q17712837,"Jairo Morillas",Q32537,"RCD Espanyol B",2013-01-01,2013,2011-2015
Q1678818,"Jake Bidwell",Q19571,"Brentford F.C.",2013-01-01,2013,2011-2015
Q18043969,"Jake Gray",Q19467,"Crystal Palace F.C.",2013-01-01,2013,2011-2015
Q6124942,"Jake Robinson",Q6417617,"Whitehawk F.C.",2013-01-01,2013,2011-2015
Q925242,"Jamal Alioui",Q3323135,"Grand Ouest Association Lyonnaise Football Club",2013-01-01,2013,2011-2015
Q6131605,"James Comley",Q2585894,"St Albans City F.C.",2013-01-01,2013,2011-2015
Q6143460,"James Spray",Q6707747,"Lye Town F.C.",2013-01-01,2013,2011-2015
Q313690,"James Vaughan",Q19473,"Huddersfield Town A.F.C.",2013-01-01,2013,2011-2015
Q784692,"Jamie Coyne",Q4874854,"Bayswater City SC",2013-01-01,2013,2011-2015
Q6147230,"Jamie McMaster",Q7649993,"Sutherland Sharks FC",2013-01-01,2013,2011-2015
Q10379858,"Jamie Winter",Q4975857,"Broughty Athletic F.C.",2013-01-01,2013,2011-2015
Q15431547,"Jan-Lucas Dorow",Q8466,"1. FC Kaiserslautern",2013-01-01,2013,2011-2015
Q18580305,"Janek Sternberg",Q4107588,"SV Werder Bremen II",2013-01-01,2013,2011-2015
Q18128995,"Janine van Wyk",Q20981628,"JVW FC",2013-01-01,2013,2011-2015
Q18626179,"Jannik Huth",Q16525419,"1. FSV Mainz 05 II",2013-01-01,2013,2011-2015
Q16979893,"Janoi Donacien",Q18711,"Aston Villa F.C.",2013-01-01,2013,2011-2015
Q22162719,"Jarosław Jach",Q140497,"Zagłębie Lubin",2013-01-01,2013,2011-2015
Q17322537,"Jasmin Eder",Q4654428,"SKN St. Pölten",2013-01-01,2013,2011-2015
Q19654866,"Jason Gilchrist",Q19458,"Burnley F.C.",2013-01-01,2013,2011-2015
Q15519098,"Javier Fernández Abruñedo",Q8760,"Deportivo de La Coruña",2013-01-01,2013,2011-2015
Q298327,"Jay Spearing",Q19451,"Bolton Wanderers F.C.",2013-01-01,2013,2011-2015
Q15917271,"Jayah Brown",Q15632679,"Adelaide United FC",2013-01-01,2013,2011-2015
Q3164636,"Jean-Charles Cirilli",Q290481,"Étoile Fréjus Saint-Raphaël",2013-01-01,2013,2011-2015
Q6169238,"Jean-François Christophe",Q925973,"RFC Seraing",2013-01-01,2013,2011-2015
Q14395948,"Jean-Philippe Gbamin",Q191843,"R.C. Lens",2013-01-01,2013,2011-2015
Q2707953,"Jean-Philippe Sabo",Q126334,"RC Strasbourg Alsace",2013-01-01,2013,2011-2015
Q6172639,"Jed Steer",Q18711,"Aston Villa F.C.",2013-01-01,2013,2011-2015
Q6173158,"Jeferson Paulo Rodrigues de Souza",Q3058519,"Esporte Clube Águia Negra",2013-01-01,2013,2011-2015
Q195682,"Jeffrey Bruma",Q11938,"PSV Eindhoven",2013-01-01,2013,2011-2015
Q1398740,"Jemal Johnson",Q646135,"New York Cosmos",2013-01-01,2013,2011-2015
Q23771981,"Jenna Fife",Q3135153,"Hibernian L.F.C.",2013-01-01,2013,2011-2015
Q6178127,"Jennifer Bisset",Q11886211,"PK-35 Vantaa",2013-01-01,2013,2011-2015
Q16237079,"Jerome Binnom-Williams",Q19467,"Crystal Palace F.C.",2013-01-01,2013,2011-2015
Q2318784,"Jess Fishlock",Q1357111,"Seattle Reign FC",2013-01-01,2013,2011-2015
Q1688220,"Jessica Bade",Q105861,"VfL Bochum",2013-01-01,2013,2011-2015
Q25141721,"Jessica Carter",Q2422811,"Chelsea F.C. Women",2013-01-01,2013,2011-2015
Q16226713,"Jessica Nagel",Q15632679,"Adelaide United FC",2013-01-01,2013,2011-2015
Q16228282,"Jessica Waterhouse",Q15632679,"Adelaide United FC",2013-01-01,2013,2011-2015
Q438684,"Jesús Dátolo",Q270995,"Clube Atlético Mineiro",2013-01-01,2013,2011-2015
Q6188468,"Jesús García Tena",Q498473,"Hamilton Academical F.C.",2013-01-01,2013,2011-2015
Q19117038,"Jill Roord",Q1387774,"FC Twente",2013-01-01,2013,2011-2015
Q10896,"Jill Scott",Q3844288,"Manchester City W.F.C.",2013-01-01,2013,2011-2015
Q460164,"Jillian Loyden",Q1447181,"Gotham FC",2013-01-01,2013,2011-2015
Q2484268,"Jimmy Modeste",Q5572810,"Glyfada F.C.",2013-01-01,2013,2011-2015
Q6203315,Jito,Q579901,"Sestao River Club",2013-01-01,2013,2011-2015
Q14922302,"Joan Campins",Q10467,"FC Barcelona Atlètic",2013-01-01,2013,2011-2015
Q1992146,"Joan Tomás Campasol",Q291447,"AEK Larnaca F.C.",2013-01-01,2013,2011-2015
Q6205897,"Joanna Lohman",Q2858459,"Apollon Ladies FC",2013-01-01,2013,2011-2015
Q10555877,"Joao Rodríguez (pecho frío)",Q9616,"Chelsea F.C.",2013-01-01,2013,2011-2015
Q20874708,"Jodie Brett",Q2422811,"Chelsea F.C. Women",2013-01-01,2013,2011-2015
Q6208352,"Joe Anderson",Q1584552,"Bromley F.C.",2013-01-01,2013,2011-2015
Q449629,"Joe Garner",Q19612,"Preston North End F.C.",2013-01-01,2013,2011-2015
Q6210496,"Joe Jackson",Q555635,"Workington A.F.C.",2013-01-01,2013,2011-2015
Q6211264,"Joe McKee",Q867876,"Greenock Morton F.C.",2013-01-01,2013,2011-2015
Q19594182,"Joe Rothwell",Q18656,"Manchester United F.C.",2013-01-01,2013,2011-2015
Q10792,"Joel Ekstrand",Q2714,"Watford F.C.",2013-01-01,2013,2011-2015
Q17198813,"Joel Untersee",Q216773,"FC Vaduz",2013-01-01,2013,2011-2015
Q16508837,"Joelle Wedemeyer",Q285131,"VfL Wolfsburg",2013-01-01,2013,2011-2015
Q3180428,"Johan Liébus",Q747693,"CS Louhans-Cuiseaux",2013-01-01,2013,2011-2015
Q14559911,"Johanna Tietge",Q285131,"VfL Wolfsburg",2013-01-01,2013,2011-2015
Q128786,"Johannes Flum",Q38245,"Eintracht Frankfurt",2013-01-01,2013,2011-2015
Q469582,"Johannes van den Bergh",Q102720,"Hertha BSC",2013-01-01,2013,2011-2015
Q6247826,"John McGrath",Q18506,"Alfreton Town F.C.",2013-01-01,2013,2011-2015
Q1702014,"John Verhoek",Q6463,"FC St. Pauli",2013-01-01,2013,2011-2015
Q4328352,"Jon Newby",Q18466,"Warrington Town F.C.",2013-01-01,2013,2011-2015
Q1703123,"Jonathan Carril",Q4352372,"Southern District FC",2013-01-01,2013,2011-2015
Q6272872,"Jonathan D'Laryea",Q18302,"North Ferriby United A.F.C.",2013-01-01,2013,2011-2015
Q16146320,"Jordan Baker",Q7988367,"Western Sydney Wanderers FC W-League",2013-01-01,2013,2011-2015
Q14780776,"Jordan Ikoko",Q483020,"Paris Saint-Germain FC",2013-01-01,2013,2011-2015
Q4889446,"Jordi Xumetra",Q8823,"Levante UD",2013-01-01,2013,2011-2015
Q3354748,"Jordy Brouwer",Q1153560,"DHC Delft",2013-01-01,2013,2011-2015
Q348439,"Jores Okore",Q18711,"Aston Villa F.C.",2013-01-01,2013,2011-2015
Q17517093,"Jorge Grant",Q19490,"Nottingham Forest F.C.",2013-01-01,2013,2011-2015
Q19796920,"Jorge Meré",Q2982210,"Sporting de Gijón B",2013-01-01,2013,2011-2015
Q6278577,"Jorge Rojas Justicia",Q5637452,"UE Olot",2013-01-01,2013,2011-2015
Q15877142,"Jorie Schepers",Q2091765,"PEC Zwolle Vrouwen",2013-01-01,2013,2011-2015
Q16845814,"Josh Rees",Q19490,"Nottingham Forest F.C.",2013-01-01,2013,2011-2015
Q2431146,"José Espinal",Q23695477,"A.S.D. Carlin's Boys",2013-01-01,2013,2011-2015
Q5940712,"José Javier Rubio",Q837238,"CD Alcoyano",2013-01-01,2013,2011-2015
Q1379087,"José Luis Capdevil",Q128024,"Club Bolívar",2013-01-01,2013,2011-2015
Q16231822,"José Luis Morales Nogales",Q8823,"Levante UD",2013-01-01,2013,2011-2015
Q360543,"José Manuel Serrano",Q922618,"CD Alcalá",2013-01-01,2013,2011-2015
Q13634114,"José María Giménez",Q8701,"Atlético de Madrid",2013-01-01,2013,2011-2015
Q10311285,"João Carlos Teixeira",Q1130849,"Liverpool F.C.",2013-01-01,2013,2011-2015
Q16234521,"Juan Eduardo Lescano",Q546034,"FC Yenisey Krasnoyarsk",2013-01-01,2013,2011-2015
Q5162376,"Juan José Narváez",Q12217,"Real Madrid Castilla",2013-01-01,2013,2011-2015
Q16223358,"Juan José Pereira Zambrano",Q687297,"Ontinyent CF",2013-01-01,2013,2011-2015
Q6300763,"Juan Pedro Pina",Q6463150,"Lorca Fútbol Club",2013-01-01,2013,2011-2015
Q3810839,"Juan Rafael Fuentes",Q8780,"RCD Espanyol de Barcelona",2013-01-01,2013,2011-2015
Q3810959,"Juanjo Muko Nsue",Q2978308,"Farnborough F.C.",2013-01-01,2013,2011-2015
Q6305861,"Jules Goda",Q627334,"Gazélec Ajaccio",2013-01-01,2013,2011-2015
Q15224595,"Julia Becker",Q878710,"VfL Sindelfingen",2013-01-01,2013,2011-2015
Q19953729,"Julia Borisenko",Q63375,"Ryazan VDV",2013-01-01,2013,2011-2015
Q15241424,"Julian Green",Q15789,"FC Bayern Munich",2013-01-01,2013,2011-2015
Q15241424,"Julian Green",Q994701,"FC Bayern Munich II",2013-01-01,2013,2011-2015
Q17442701,"Julian Michel",Q2195773,"Royal Excel Mouscron",2013-01-01,2013,2011-2015
Q20752649,"Julian von Haacke",Q51976,"SV Werder Bremen",2013-01-01,2013,2011-2015
Q20752649,"Julian von Haacke",Q4107588,"SV Werder Bremen II",2013-01-01,2013,2011-2015
Q13562936,"Julie King",Q419974,"Boston Breakers",2013-01-01,2013,2011-2015
Q6308652,"Julien Berthomier",Q925973,"RFC Seraing",2013-01-01,2013,2011-2015
Q316728,"Julio César Cáceres",Q605044,"Club Guaraní",2013-01-01,2013,2011-2015
Q1587517,"Julius Reinhardt",Q162251,"1. FC Heidenheim 1846",2013-01-01,2013,2011-2015
Q31760,"Jussiê Ferreira Vieira",Q172476,"FC Girondins de Bordeaux",2013-01-01,2013,2011-2015
Q6317762,"Justin Keeler",Q4866891,"Bashley F.C.",2013-01-01,2013,2011-2015
Q20641599,"Justine Vanhaevermaet",Q195868,"Lierse SK",2013-01-01,2013,2011-2015
Q2552765,"Jérémy Taravel",Q172803,"GNK Dinamo Zagreb",2013-01-01,2013,2011-2015
Q21039564,"Jérôme Onguéné",Q19512,"FC Sochaux-Montbéliard",2013-01-01,2013,2011-2015
Q11091593,"Júnior Alonso",Q914086,"Cerro Porteño",2013-01-01,2013,2011-2015
Q969503,"Júnior Fernándes",Q172803,"GNK Dinamo Zagreb",2013-01-01,2013,2011-2015
Q17305995,"Kader Hançar",Q2868795,"Ataşehir Belediyesi SK",2013-01-01,2013,2011-2015
Q111698568,"Kadir Lobo",Q4512,"VfB Stuttgart",2013-01-01,2013,2011-2015
Q554141,"Kafoumba Coulibaly",Q18661,"Middlesbrough F.C.",2013-01-01,2013,2011-2015
Q1721298,"Kai Gehring",Q692755,"SG Sonnenhof Großaspach",2013-01-01,2013,2011-2015
Q822227,"Kai-Fabian Schulz",Q639472,"Goslarer SC 08",2013-01-01,2013,2011-2015
Q16855395,"Kamel Yesli",Q862218,"JS Kabylie",2013-01-01,2013,2011-2015
Q1723067,"Kamila Hudecová",Q5425190,"FC Südburgenland",2013-01-01,2013,2011-2015
Q6361162,"Kandace Wilson",Q1447181,"Gotham FC",2013-01-01,2013,2011-2015
Q6369950,"Karen Penglase",Q7292795,"Rangers W.F.C.",2013-01-01,2013,2011-2015
Q1355008,"Karim Soltani",Q750437,"Xanthi F.C.",2013-01-01,2013,2011-2015
Q6374281,"Kashif Siddiqi",Q48945,"Northampton Town F.C.",2013-01-01,2013,2011-2015
Q16648117,"Katarzyna Kiedrzynek",Q483020,"Paris Saint-Germain FC",2013-01-01,2013,2011-2015
Q16648117,"Katarzyna Kiedrzynek",Q3365295,"Paris Saint-Germain Féminine",2013-01-01,2013,2011-2015
Q15623305,"Kathrin Becker",Q162436,"1. FFC 08 Niederkirchen",2013-01-01,2013,2011-2015
Q10511308,"Katie Schoepfer",Q419974,"Boston Breakers",2013-01-01,2013,2011-2015
Q19668856,"Katie Zelem",Q588085,"Liverpool F.C. Women",2013-01-01,2013,2011-2015
Q13562779,"Katy Freels",Q1447181,"Gotham FC",2013-01-01,2013,2011-2015
Q1593327,"Keelin Winters",Q1357111,"Seattle Reign FC",2013-01-01,2013,2011-2015
Q1738415,"Kelvin Wilson",Q19490,"Nottingham Forest F.C.",2013-01-01,2013,2011-2015
Q15478102,"Kenny Prince Redondo",Q158121,"SpVgg Unterhaching",2013-01-01,2013,2011-2015
Q14495103,"Kenny Tete",Q81888,"AFC Ajax",2013-01-01,2013,2011-2015
Q552253,"Kerim Frei",Q172567,"Beşiktaş J.K.",2013-01-01,2013,2011-2015
Q15264396,"Kevin Conrad",Q161554,"Chemnitzer FC",2013-01-01,2013,2011-2015
Q528158,"Kevin McDonald",Q19500,"Wolverhampton Wanderers F.C.",2013-01-01,2013,2011-2015
Q6397656,"Kevin Townson",Q1917556,"Bootle F.C.",2013-01-01,2013,2011-2015
Q4982977,"Khatia Tchkonia",Q16842542,"Kdz. Ereğlispor",2013-01-01,2013,2011-2015
Q6405559,"Kiersten Dallstream",Q1357111,"Seattle Reign FC",2013-01-01,2013,2011-2015
Q1741285,"Kilian Pruschke",Q639560,"Tennis Borussia Berlin",2013-01-01,2013,2011-2015
Q4801505,"Kim Dolstra",Q290489,"ADO Den Haag Vrouwen",2013-01-01,2013,2011-2015
Q359727,"Kisho Yano",Q249662,"Nagoya Grampus",2013-01-01,2013,2011-2015
Q6433468,"Kostakis Artymatas",Q131378,"APOEL F.C.",2013-01-01,2013,2011-2015
Q16204589,"Kristina Bannikova",Q930601,"Pärnu Jalgpalliklubi",2013-01-01,2013,2011-2015
Q15258426,"Kristina Cerovská",Q192253,"ŠK Slovan Bratislava",2013-01-01,2013,2011-2015
Q6438224,"Kristina Chichkala",Q4166483,"WFC Donchanka",2013-01-01,2013,2011-2015
Q3481262,"Kristín Ýr Bjarnadóttir",Q597715,Valur,2013-01-01,2013,2011-2015
Q655664,"Krisztián Lisztes (footballer, born 1976)",Q1290413,"Soroksár SC",2013-01-01,2013,2011-2015
Q20641101,"Kujtime Kurbogaj",Q1807026,"FC Rosengård",2013-01-01,2013,2011-2015
Q1410784,"Kwame Nsor",Q221525,"FC Metz",2013-01-01,2013,2011-2015
Q16235121,"Kyle Vassell",Q19495,"Peterborough United F.C.",2013-01-01,2013,2011-2015
Q10528335,"Larissa Šoronda",Q3594397,"ŽNK Pomurje",2013-01-01,2013,2011-2015
Q3218037,"Larry Clavier",Q4352413,"Ratchaburi Mitr Phol F.C.",2013-01-01,2013,2011-2015
Q15727060,"Lasse Vigen Christensen",Q18708,"Fulham F.C.",2013-01-01,2013,2011-2015
Q509762,"Laura Georges",Q3365295,"Paris Saint-Germain Féminine",2013-01-01,2013,2011-2015
Q11874993,"Laura Kivistö",Q11886211,"PK-35 Vantaa",2013-01-01,2013,2011-2015
Q15825372,"Laura Luis",Q15478049,"MSV Duisburg",2013-01-01,2013,2011-2015
Q15917284,"Laura Stockdale",Q15632679,"Adelaide United FC",2013-01-01,2013,2011-2015
Q14863093,"Laura Widak",Q812128,"Bayer 04 Leverkusen Women",2013-01-01,2013,2011-2015
Q6500124,"Lauren Barnes",Q1357111,"Seattle Reign FC",2013-01-01,2013,2011-2015
Q10462674,"Lauren Bruton",Q7300505,"Reading F.C. Women",2013-01-01,2013,2011-2015
Q369501,"Lautaro Acosta",Q324589,"Club Atlético Lanús",2013-01-01,2013,2011-2015
Q16319693,"Lea Schüller",Q121968,"SGS Essen",2013-01-01,2013,2011-2015
Q249344,"Leandro Bacuna",Q18711,"Aston Villa F.C.",2013-01-01,2013,2011-2015
Q10513456,"Lee Butcher",Q955872,"Welling United F.C.",2013-01-01,2013,2011-2015
Q16236125,"Lee Evans",Q19500,"Wolverhampton Wanderers F.C.",2013-01-01,2013,2011-2015
Q1605526,"Lee Grant",Q19470,"Derby County F.C.",2013-01-01,2013,2011-2015
Q3228877,"Lee Hills",Q6417617,"Whitehawk F.C.",2013-01-01,2013,2011-2015
Q10715,"Lee Hodson",Q248188,"Milton Keynes Dons F.C.",2013-01-01,2013,2011-2015
Q219372,"Lee Martin",Q19487,"Millwall F.C.",2013-01-01,2013,2011-2015
Q3228981,"Leena Khamis",Q15649515,"Sydney FC",2013-01-01,2013,2011-2015
Q6519648,"Leigh Mills",Q3297118,"Winchester City F.C.",2013-01-01,2013,2011-2015
Q14776433,"Lena Ostermeier",Q121968,"SGS Essen",2013-01-01,2013,2011-2015
Q14916926,"Lena Sender",Q878710,"VfL Sindelfingen",2013-01-01,2013,2011-2015
Q459053,"Lene Mykjåland",Q634434,"LSK Kvinner FK",2013-01-01,2013,2011-2015
Q20172809,"Leonard Koch",Q141971,"1. FC Union Berlin",2013-01-01,2013,2011-2015
Q10554839,"Leonardo Longo",Q631,"Inter Milan",2013-01-01,2013,2011-2015
Q6526032,"Leonardo Massoni",Q16344,"A.C. Perugia Calcio",2013-01-01,2013,2011-2015
Q1819457,"Leonie Maier",Q540384,"FC Bayern Munich Women",2013-01-01,2013,2011-2015
Q2676605,"Lesley Landweer",Q3426419,"SC Buitenveldert",2013-01-01,2013,2011-2015
Q2719801,"Lewin Nyatanga",Q19442,"Barnsley F.C.",2013-01-01,2013,2011-2015
Q19874927,"Lewis Kinsella",Q18711,"Aston Villa F.C.",2013-01-01,2013,2011-2015
Q1406475,"Lhadji Badiane",Q170105,"Stuttgarter Kickers",2013-01-01,2013,2011-2015
Q15726480,"Liam Henderson",Q19593,"Celtic F.C.",2013-01-01,2013,2011-2015
Q527278,"Lianne de Vries",Q276848,"SC Heerenveen Vrouwen",2013-01-01,2013,2011-2015
Q16210367,"Libby Copus-Brown",Q15634868,"Newcastle Jets FC W-League",2013-01-01,2013,2011-2015
Q6543562,"Licá",Q128446,"FC Porto",2013-01-01,2013,2011-2015
Q16334243,"Linda Ruutu",Q11886211,"PK-35 Vantaa",2013-01-01,2013,2011-2015
Q19661284,"Lindsay Zullo",Q5423694,"F.C. Indiana",2013-01-01,2013,2011-2015
Q6552917,"Lindsi Lisonbee Cutshall",Q1447181,"Gotham FC",2013-01-01,2013,2011-2015
Q17113424,"Lisa-Marie Karlseng Utland",Q1974245,"Rosenborg BK Kvinner",2013-01-01,2013,2011-2015
Q2598872,"Lisanne Vermeulen",Q1874991,"PSV Vrouwen",2013-01-01,2013,2011-2015
Q2676826,"Lorca Van De Putte",Q1267220,"Kristianstads DFF",2013-01-01,2013,2011-2015
Q20727747,"Louis Nganioni",Q704,"Olympique Lyonnais",2013-01-01,2013,2011-2015
Q18325819,"Louisa Frank",Q2205558,"SC Sand",2013-01-01,2013,2011-2015
Q318553,"Loukas Vyntra",Q206585,"Hapoel Tel Aviv F.C.",2013-01-01,2013,2011-2015
Q6694713,"Loïck Landre",Q191843,"R.C. Lens",2013-01-01,2013,2011-2015
Q981986,"Luca Antei",Q8603,"US Sassuolo Calcio",2013-01-01,2013,2011-2015
Q6695866,"Luca Carretto",Q3867402,"GSD RapalloBogliasco",2013-01-01,2013,2011-2015
Q440031,"Luca Cigarini",Q1886,"Atalanta BC",2013-01-01,2013,2011-2015
Q16573903,"Luca Vigna",Q3626883,"A.S.D. Lanciotto Campi Bisenzio",2013-01-01,2013,2011-2015
Q21023187,"Luca-Milan Zander",Q4107588,"SV Werder Bremen II",2013-01-01,2013,2011-2015
Q14944495,"Lucas Rougeaux",Q185163,"OGC Nice",2013-01-01,2013,2011-2015
Q20023018,Luciana,Q20684086,"Associação Ferroviária de Esportes",2013-01-01,2013,2011-2015
Q503165,"Luciano Figueroa",Q72521,"Johor Darul Takzim F.C.",2013-01-01,2013,2011-2015
Q16212436,"Lucie Hloupá",Q2819078,"AC Sparta Prague (women)",2013-01-01,2013,2011-2015
Q6697198,"Lucija Mori",Q21181007,"Carinthians Soccer Women",2013-01-01,2013,2011-2015
Q6700495,"Luis Eduardo Delgado",Q10499,"Córdoba CF",2013-01-01,2013,2011-2015
Q3454171,"Luis Fariña",Q131499,"S.L. Benfica",2013-01-01,2013,2011-2015
Q3658379,"Luis Fernando Mosquera",Q663400,"Deportivo Cali",2013-01-01,2013,2011-2015
Q18127652,"Luis Ruiz Sayago",Q856119,"CD Leganés",2013-01-01,2013,2011-2015
Q19888567,"Lukas Fröde",Q4107588,"SV Werder Bremen II",2013-01-01,2013,2011-2015
Q1233368,"Lukas Nottbeck",Q695008,"FC Viktoria Köln",2013-01-01,2013,2011-2015
Q15976362,"Luke McCullough",Q19589,"Doncaster Rovers F.C.",2013-01-01,2013,2011-2015
Q10462037,"Luke Murphy",Q1128631,"Leeds United F.C.",2013-01-01,2013,2011-2015
Q15980615,"Luís Rafael Soares Alves",Q5423714,"FC Porto B",2013-01-01,2013,2011-2015
Q1878764,"Lyn Meyer",Q285131,"VfL Wolfsburg",2013-01-01,2013,2011-2015
Q511712,"Léa Rubio",Q2378143,"Les Marseillaises",2013-01-01,2013,2011-2015
Q459017,"Madeleine Giske",Q634434,"LSK Kvinner FK",2013-01-01,2013,2011-2015
Q327433,"Mahir Sağlık",Q160532,"SC Paderborn 07",2013-01-01,2013,2011-2015
Q18040239,"Malcolm Cacutalua",Q104761,"Bayer 04 Leverkusen",2013-01-01,2013,2011-2015
Q2213237,"Malik Couturier",Q760736,"Stade Lavallois",2013-01-01,2013,2011-2015
Q17735579,"Mallori Lofton-Malachi",Q2205558,"SC Sand",2013-01-01,2013,2011-2015
Q1683130,"Mame N'Diaye",Q866884,"Amiens SC",2013-01-01,2013,2011-2015
Q13476257,"Mana Shim",Q1446672,"Portland Thorns FC",2013-01-01,2013,2011-2015
Q6750320,"Manja Benak",Q208396,"Ferencvárosi TC",2013-01-01,2013,2011-2015
Q2003954,"Manuel Castellano",Q770740,"SD Eibar",2013-01-01,2013,2011-2015
Q16662745,"Manuel Perez",Q218372,"Stade Brestois 29",2013-01-01,2013,2011-2015
Q18637608,"Manuel Pérez Escámez",Q32444,"UCAM Murcia CF",2013-01-01,2013,2011-2015
Q1891744,"Manuel Torres Jiménez",Q105853,"Karlsruher SC",2013-01-01,2013,2011-2015
Q1372420,"Maor Buzaglo",Q986529,"Hapoel Be'er Sheva F.C.",2013-01-01,2013,2011-2015
Q518577,"Marama Vahirua",Q298396,"A.S. Pirae",2013-01-01,2013,2011-2015
Q313111,"Marc Muniesa",Q18736,"Stoke City F.C.",2013-01-01,2013,2011-2015
Q1857363,"Marc Pedraza",Q12158,"Club Deportivo Numancia de Soria",2013-01-01,2013,2011-2015
Q1892965,"Marcel Büchel",Q1422,"Juventus FC",2013-01-01,2013,2011-2015
Q691261,"Marcel Heller",Q479351,"SV Darmstadt 98",2013-01-01,2013,2011-2015
Q1893197,"Marcel Sökler",Q170134,"SV Waldhof Mannheim",2013-01-01,2013,2011-2015
Q2460347,"Marcelo Otero",Q923308,"Huracán Football Club",2013-01-01,2013,2011-2015
Q1443262,"Marco Biagianti",Q6767,"US Livorno 1915",2013-01-01,2013,2011-2015
Q1458536,"Marco Calamita",Q170105,"Stuttgarter Kickers",2013-01-01,2013,2011-2015
Q6757509,"Marco Costantino",Q8408,"Modena F.C.",2013-01-01,2013,2011-2015
Q6757548,"Marco Gaeta",Q2524107,"S.S. Teramo Calcio",2013-01-01,2013,2011-2015
Q1893756,"Marco Grüttner",Q107421,"VfB Stuttgart II",2013-01-01,2013,2011-2015
Q6757603,"Marco Mallus",Q289029,"SSC Ancona",2013-01-01,2013,2011-2015
Q6757688,"Marco Puntoriere",Q3785718,"HinterReggio Calcio",2013-01-01,2013,2011-2015
Q3290160,"Marco Randriana",Q427436,"Sud Nivernais Imphy Decize",2013-01-01,2013,2011-2015
Q1851874,"Marco Rojas",Q4512,"VfB Stuttgart",2013-01-01,2013,2011-2015
Q708042,"Marco Russ",Q38245,"Eintracht Frankfurt",2013-01-01,2013,2011-2015
Q16235818,"Marco Schiavino",Q6630,"Ascoli Calcio 1898 FC",2013-01-01,2013,2011-2015
Q16236561,"Marco Speranza",Q289613,"Pisa SC",2013-01-01,2013,2011-2015
Q6757719,"Marco Sportiello",Q1886,"Atalanta BC",2013-01-01,2013,2011-2015
